scene_variant,geometry_seed,noise_condition,registration_backend,trial_count,translation_repeatability_covariance,translation_repeatability_rms_m,rotation_repeatability_covariance,rotation_repeatability_rms_rad,translation_error_median_m,translation_error_iqr_m,translation_error_q95_m,rotation_error_median_rad,rotation_error_iqr_rad,rotation_error_q95_rad
END_FACE_TRANSITION_ABSENT,1850310744,INDEPENDENT_NOISE_FREE,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0016168274903652,0.0,0.0016168274903652,0.0003690900019412,0.0,0.0003690900019412
END_FACE_TRANSITION_ABSENT,1850310744,INDEPENDENT_NOISE_FREE,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0199974773510439,0.0,0.0199974773510439,0.0002121052910513,0.0,0.0002121052910513
END_FACE_TRANSITION_ABSENT,1850310744,MAP_NOISE_ONLY,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0869281559011369,0.0,0.0869281559011369,7.250948126579275e-05,0.0,7.250948126579275e-05
END_FACE_TRANSITION_ABSENT,1850310744,MAP_NOISE_ONLY,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0456684563013749,0.0,0.0456684563013749,0.0001427298870118,0.0,0.0001427298870118
END_FACE_TRANSITION_ABSENT,1850310744,MAP_NOISE_ONLY,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0281709090153024,0.0,0.0281709090153024,0.0002148563154309,0.0,0.0002148563154309
END_FACE_TRANSITION_ABSENT,1850310744,SCAN_NOISE_ONLY,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0902433288477822,0.0,0.0902433288477822,7.02622430436273e-05,0.0,7.02622430436273e-05
END_FACE_TRANSITION_ABSENT,1850310744,SCAN_NOISE_ONLY,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.2354152638180742,0.0,0.2354152638180742,0.0002038734786194,0.0,0.0002038734786194
END_FACE_TRANSITION_ABSENT,1850310744,SCAN_NOISE_ONLY,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0200722857073601,0.0,0.0200722857073601,0.0001894970095745,0.0,0.0001894970095745
END_FACE_TRANSITION_PRESENT,1850310744,DROPOUT_ONLY,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0007590834383096,0.0,0.0007590834383096,6.151061617392201e-05,0.0,6.151061617392201e-05
END_FACE_TRANSITION_PRESENT,1850310744,DROPOUT_ONLY,native_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0007367456268677,0.0,0.0007367456268677,6.071175297928485e-05,0.0,6.071175297928485e-05
END_FACE_TRANSITION_PRESENT,1850310744,DROPOUT_ONLY,open3d_full,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0012324570635624,0.0,0.0012324570635624,0.0002854214116952,0.0,0.0002854214116952
END_FACE_TRANSITION_PRESENT,1850310744,FULL_NOISE,native_frozen,1,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,"[[0.0,0.0,0.0],[0.0,0.0,0.0],[0.0,0.0,0.0]]",0.0,0.0008640631154972,0.0,0.0008640631154972,4.18651261965991e-05,0.0,4.18651261965991e-05
