scene_variant,geometry_seed,noise_condition,registration_backend,trial_count,mean_translation_x_m,mean_translation_y_m,mean_translation_z_m,systematic_translation_offset_m,mean_rotation_x_rad,mean_rotation_y_rad,mean_rotation_z_rad,systematic_rotation_offset_rad,systematic_fraction_translation
PARALLEL_WALLS,1850310744,DROPOUT_ONLY,open3d_full,1,0.0029310198620827,-0.0005317527873281,0.0003960487421896,0.0030050778800131714,-0.0008618818819005,5.693337577765248e-07,4.841404823375646e-07,0.0008618822059198588,1.0
PARALLEL_WALLS,1850310744,FULL_NOISE,native_frozen,1,-0.020185356043746,0.000472177084939,0.001632450397903,0.020256762922884503,-0.0003226459008734,1.2388403197730202e-06,5.7083392450078714e-08,0.00032264828425742395,1.0
PARALLEL_WALLS,1850310744,FULL_NOISE,native_full,1,0.0017737786731874,0.000476425395547,0.001704348196384,0.0025056086513049005,-0.0002234132394912,1.4987830280680026e-06,-4.696361248709384e-07,0.00022341876037747433,1.0
PARALLEL_WALLS,1850310744,FULL_NOISE,open3d_full,1,-0.0008096141817734,-0.0004659534405515,0.0004059217851846,0.001018508825576806,-0.0008599130777367,1.0974617022492033e-06,-1.3303945342289945e-08,0.00085991377815557,0.9999999999999998
PARALLEL_WALLS,1850310744,IDEAL_MATCHED,native_frozen,1,-0.0266956797625694,0.0001227447237642,0.0009740805666673,0.026713727130507795,1.0350464242490598e-05,-2.868862689490633e-06,-1.7147013367315697e-06,1.0876703721275895e-05,1.0
PARALLEL_WALLS,1850310744,IDEAL_MATCHED,native_full,1,-0.0305457629096275,0.0002779994419748,0.0012375635849191,0.030572086599504965,-1.6267684383933448e-05,3.569672717925944e-07,-5.381785751277889e-08,1.6271689439335748e-05,1.0
PARALLEL_WALLS,1850310744,IDEAL_MATCHED,open3d_full,1,-1.6397383060089592e-16,1.0908112813996412e-18,0.0,1.6397745878986823e-16,4.481161483205839e-19,9.573016660060556e-21,9.726850618849376e-22,4.482194453053983e-19,
PARALLEL_WALLS,1850310744,INDEPENDENT_NOISE_FREE,native_frozen,1,-0.0245128926755155,0.000436116044053,0.0016074827063774,0.0245694140177686,-0.0003418485916964,2.988816801182732e-07,8.333196959382602e-07,0.00034184973803820057,1.0
PARALLEL_WALLS,1850310744,INDEPENDENT_NOISE_FREE,native_full,1,-0.0243139254672681,0.0005791711098053,0.0019460241190456,0.024398553659473517,-0.0001398971356316,3.234608018619512e-07,-2.893825270731424e-07,0.00013989780887156025,1.0
PARALLEL_WALLS,1850310744,INDEPENDENT_NOISE_FREE,open3d_full,1,0.0028713688965607,-0.0005323312541238,0.0003965854437766,0.0029471029704556833,-0.0008634555609582,1.2396410089131628e-07,7.266197331114723e-07,0.0008634558755912051,1.0
