scene_variant,geometry_seed,measurement_seed,block_id,candidate_anchor,repeat_count,pair_count,median_pairwise_translation_m,q95_pairwise_translation_m,maximum_pairwise_translation_m,median_pairwise_rotation_rad,q95_pairwise_rotation_rad,maximum_pairwise_rotation_rad,cluster_count,multiple_attractors
REPEATED_STRUCTURE,1103,2101,dev::REPEATED_STRUCTURE::g1103::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1103,2101,dev::REPEATED_STRUCTURE::g1103::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1103,2111,dev::REPEATED_STRUCTURE::g1103::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,8.535921703072162e-05,0.00015022772243248914,0.00017901192759104371,2.5751866332878876e-05,5.284037683719113e-05,6.0966914861733515e-05,1,false
REPEATED_STRUCTURE,1103,2111,dev::REPEATED_STRUCTURE::g1103::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1103,2111,dev::REPEATED_STRUCTURE::g1103::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1107,2101,dev::REPEATED_STRUCTURE::g1107::m2101,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.00017654763200247768,0.00035724069505983823,0.00036820623965723356,3.015783257750809e-05,6.379052198598225e-05,7.342824253195078e-05,1,false
REPEATED_STRUCTURE,1107,2101,dev::REPEATED_STRUCTURE::g1107::m2101,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1107,2101,dev::REPEATED_STRUCTURE::g1107::m2101,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1107,2111,dev::REPEATED_STRUCTURE::g1107::m2111,FULL_ZERO_SOLUTION_ANCHOR,5,10,0.00020085241977928992,0.00036726128974560524,0.00042884963469650805,1.2464963473680278e-05,2.2141201648271547e-05,2.371353265537409e-05,1,false
REPEATED_STRUCTURE,1107,2111,dev::REPEATED_STRUCTURE::g1107::m2111,GT_REFERENCE_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
REPEATED_STRUCTURE,1107,2111,dev::REPEATED_STRUCTURE::g1107::m2111,NOISE_FREE_FULL_SOLUTION_ANCHOR,5,10,0.0,0.0,0.0,0.0,0.0,0.0,1,false
