role,case_id,sweep,level,stress,geometry_seed,sensor_seed,process_seed,method,expected_frame_count
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G1608298725_S2087974662_P1671729869,observation,O4,coherent_subhuber_slip,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G1608298725_S2087974662_P1671729869,observation,O4,gross_outlier_control,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G1608298725_S2087974662_P1671729869,open_control,OC,clean,1608298725,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G158012055_S658360556_P788390312,geometry,L3,clean,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G158012055_S658360556_P788390312,geometry,L3,coherent_subhuber_slip,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G158012055_S658360556_P788390312,geometry,L3,gross_outlier_control,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G158012055_S658360556_P788390312,geometry,L4,clean,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G158012055_S658360556_P788390312,geometry,L4,coherent_subhuber_slip,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G158012055_S658360556_P788390312,geometry,L4,gross_outlier_control,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G158012055_S658360556_P788390312,observation,O3,clean,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G158012055_S658360556_P788390312,observation,O3,coherent_subhuber_slip,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G158012055_S658360556_P788390312,observation,O3,gross_outlier_control,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G158012055_S658360556_P788390312,observation,O4,clean,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G158012055_S658360556_P788390312,observation,O4,coherent_subhuber_slip,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G158012055_S658360556_P788390312,observation,O4,gross_outlier_control,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G158012055_S658360556_P788390312,open_control,OC,clean,158012055,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G158012055_S658360556_P1671729869,geometry,L3,clean,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G158012055_S658360556_P1671729869,geometry,L3,coherent_subhuber_slip,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G158012055_S658360556_P1671729869,geometry,L3,gross_outlier_control,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G158012055_S658360556_P1671729869,geometry,L4,clean,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G158012055_S658360556_P1671729869,geometry,L4,coherent_subhuber_slip,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G158012055_S658360556_P1671729869,geometry,L4,gross_outlier_control,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G158012055_S658360556_P1671729869,observation,O3,clean,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G158012055_S658360556_P1671729869,observation,O3,coherent_subhuber_slip,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G158012055_S658360556_P1671729869,observation,O3,gross_outlier_control,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G158012055_S658360556_P1671729869,observation,O4,clean,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G158012055_S658360556_P1671729869,observation,O4,coherent_subhuber_slip,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G158012055_S658360556_P1671729869,observation,O4,gross_outlier_control,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G158012055_S658360556_P1671729869,open_control,OC,clean,158012055,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G158012055_S2087974662_P788390312,geometry,L3,clean,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G158012055_S2087974662_P788390312,geometry,L3,coherent_subhuber_slip,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G158012055_S2087974662_P788390312,geometry,L3,gross_outlier_control,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G158012055_S2087974662_P788390312,geometry,L4,clean,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G158012055_S2087974662_P788390312,geometry,L4,coherent_subhuber_slip,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G158012055_S2087974662_P788390312,geometry,L4,gross_outlier_control,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G158012055_S2087974662_P788390312,observation,O3,clean,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G158012055_S2087974662_P788390312,observation,O3,coherent_subhuber_slip,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G158012055_S2087974662_P788390312,observation,O3,gross_outlier_control,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G158012055_S2087974662_P788390312,observation,O4,clean,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G158012055_S2087974662_P788390312,observation,O4,coherent_subhuber_slip,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G158012055_S2087974662_P788390312,observation,O4,gross_outlier_control,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G158012055_S2087974662_P788390312,open_control,OC,clean,158012055,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G158012055_S2087974662_P1671729869,geometry,L3,clean,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G158012055_S2087974662_P1671729869,geometry,L3,coherent_subhuber_slip,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G158012055_S2087974662_P1671729869,geometry,L3,gross_outlier_control,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G158012055_S2087974662_P1671729869,geometry,L4,clean,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G158012055_S2087974662_P1671729869,geometry,L4,coherent_subhuber_slip,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G158012055_S2087974662_P1671729869,geometry,L4,gross_outlier_control,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G158012055_S2087974662_P1671729869,observation,O3,clean,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G158012055_S2087974662_P1671729869,observation,O3,coherent_subhuber_slip,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G158012055_S2087974662_P1671729869,observation,O3,gross_outlier_control,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G158012055_S2087974662_P1671729869,observation,O4,clean,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G158012055_S2087974662_P1671729869,observation,O4,coherent_subhuber_slip,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G158012055_S2087974662_P1671729869,observation,O4,gross_outlier_control,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G158012055_S2087974662_P1671729869,open_control,OC,clean,158012055,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G128077403_S658360556_P788390312,geometry,L3,clean,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G128077403_S658360556_P788390312,geometry,L3,coherent_subhuber_slip,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G128077403_S658360556_P788390312,geometry,L3,gross_outlier_control,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G128077403_S658360556_P788390312,geometry,L4,clean,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G128077403_S658360556_P788390312,geometry,L4,coherent_subhuber_slip,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G128077403_S658360556_P788390312,geometry,L4,gross_outlier_control,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G128077403_S658360556_P788390312,observation,O3,clean,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G128077403_S658360556_P788390312,observation,O3,coherent_subhuber_slip,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G128077403_S658360556_P788390312,observation,O3,gross_outlier_control,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G128077403_S658360556_P788390312,observation,O4,clean,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G128077403_S658360556_P788390312,observation,O4,coherent_subhuber_slip,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G128077403_S658360556_P788390312,observation,O4,gross_outlier_control,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G128077403_S658360556_P788390312,open_control,OC,clean,128077403,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G128077403_S658360556_P1671729869,geometry,L3,clean,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G128077403_S658360556_P1671729869,geometry,L3,coherent_subhuber_slip,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G128077403_S658360556_P1671729869,geometry,L3,gross_outlier_control,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G128077403_S658360556_P1671729869,geometry,L4,clean,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G128077403_S658360556_P1671729869,geometry,L4,coherent_subhuber_slip,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G128077403_S658360556_P1671729869,geometry,L4,gross_outlier_control,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G128077403_S658360556_P1671729869,observation,O3,clean,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G128077403_S658360556_P1671729869,observation,O3,coherent_subhuber_slip,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G128077403_S658360556_P1671729869,observation,O3,gross_outlier_control,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G128077403_S658360556_P1671729869,observation,O4,clean,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G128077403_S658360556_P1671729869,observation,O4,coherent_subhuber_slip,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G128077403_S658360556_P1671729869,observation,O4,gross_outlier_control,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G128077403_S658360556_P1671729869,open_control,OC,clean,128077403,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G128077403_S2087974662_P788390312,geometry,L3,clean,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G128077403_S2087974662_P788390312,geometry,L3,coherent_subhuber_slip,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G128077403_S2087974662_P788390312,geometry,L3,gross_outlier_control,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G128077403_S2087974662_P788390312,geometry,L4,clean,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G128077403_S2087974662_P788390312,geometry,L4,coherent_subhuber_slip,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G128077403_S2087974662_P788390312,geometry,L4,gross_outlier_control,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G128077403_S2087974662_P788390312,observation,O3,clean,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G128077403_S2087974662_P788390312,observation,O3,coherent_subhuber_slip,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G128077403_S2087974662_P788390312,observation,O3,gross_outlier_control,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G128077403_S2087974662_P788390312,observation,O4,clean,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G128077403_S2087974662_P788390312,observation,O4,coherent_subhuber_slip,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G128077403_S2087974662_P788390312,observation,O4,gross_outlier_control,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G128077403_S2087974662_P788390312,open_control,OC,clean,128077403,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G128077403_S2087974662_P1671729869,geometry,L3,clean,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G128077403_S2087974662_P1671729869,geometry,L3,coherent_subhuber_slip,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G128077403_S2087974662_P1671729869,geometry,L3,gross_outlier_control,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G128077403_S2087974662_P1671729869,geometry,L4,clean,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G128077403_S2087974662_P1671729869,geometry,L4,coherent_subhuber_slip,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G128077403_S2087974662_P1671729869,geometry,L4,gross_outlier_control,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G128077403_S2087974662_P1671729869,observation,O3,clean,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G128077403_S2087974662_P1671729869,observation,O3,coherent_subhuber_slip,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G128077403_S2087974662_P1671729869,observation,O3,gross_outlier_control,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G128077403_S2087974662_P1671729869,observation,O4,clean,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G128077403_S2087974662_P1671729869,observation,O4,coherent_subhuber_slip,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G128077403_S2087974662_P1671729869,observation,O4,gross_outlier_control,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G128077403_S2087974662_P1671729869,open_control,OC,clean,128077403,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G357735099_S658360556_P788390312,geometry,L3,clean,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G357735099_S658360556_P788390312,geometry,L3,coherent_subhuber_slip,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G357735099_S658360556_P788390312,geometry,L3,gross_outlier_control,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G357735099_S658360556_P788390312,geometry,L4,clean,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G357735099_S658360556_P788390312,geometry,L4,coherent_subhuber_slip,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G357735099_S658360556_P788390312,geometry,L4,gross_outlier_control,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G357735099_S658360556_P788390312,observation,O3,clean,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G357735099_S658360556_P788390312,observation,O3,coherent_subhuber_slip,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G357735099_S658360556_P788390312,observation,O3,gross_outlier_control,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G357735099_S658360556_P788390312,observation,O4,clean,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G357735099_S658360556_P788390312,observation,O4,coherent_subhuber_slip,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G357735099_S658360556_P788390312,observation,O4,gross_outlier_control,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G357735099_S658360556_P788390312,open_control,OC,clean,357735099,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G357735099_S658360556_P1671729869,geometry,L3,clean,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G357735099_S658360556_P1671729869,geometry,L3,coherent_subhuber_slip,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G357735099_S658360556_P1671729869,geometry,L3,gross_outlier_control,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G357735099_S658360556_P1671729869,geometry,L4,clean,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G357735099_S658360556_P1671729869,geometry,L4,coherent_subhuber_slip,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G357735099_S658360556_P1671729869,geometry,L4,gross_outlier_control,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G357735099_S658360556_P1671729869,observation,O3,clean,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G357735099_S658360556_P1671729869,observation,O3,coherent_subhuber_slip,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G357735099_S658360556_P1671729869,observation,O3,gross_outlier_control,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G357735099_S658360556_P1671729869,observation,O4,clean,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G357735099_S658360556_P1671729869,observation,O4,coherent_subhuber_slip,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G357735099_S658360556_P1671729869,observation,O4,gross_outlier_control,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G357735099_S658360556_P1671729869,open_control,OC,clean,357735099,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G357735099_S2087974662_P788390312,geometry,L3,clean,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G357735099_S2087974662_P788390312,geometry,L3,coherent_subhuber_slip,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G357735099_S2087974662_P788390312,geometry,L3,gross_outlier_control,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G357735099_S2087974662_P788390312,geometry,L4,clean,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G357735099_S2087974662_P788390312,geometry,L4,coherent_subhuber_slip,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G357735099_S2087974662_P788390312,geometry,L4,gross_outlier_control,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G357735099_S2087974662_P788390312,observation,O3,clean,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G357735099_S2087974662_P788390312,observation,O3,coherent_subhuber_slip,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G357735099_S2087974662_P788390312,observation,O3,gross_outlier_control,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G357735099_S2087974662_P788390312,observation,O4,clean,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G357735099_S2087974662_P788390312,observation,O4,coherent_subhuber_slip,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G357735099_S2087974662_P788390312,observation,O4,gross_outlier_control,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G357735099_S2087974662_P788390312,open_control,OC,clean,357735099,2087974662,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G357735099_S2087974662_P1671729869,geometry,L3,clean,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G357735099_S2087974662_P1671729869,geometry,L3,coherent_subhuber_slip,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G357735099_S2087974662_P1671729869,geometry,L3,gross_outlier_control,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G357735099_S2087974662_P1671729869,geometry,L4,clean,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G357735099_S2087974662_P1671729869,geometry,L4,coherent_subhuber_slip,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G357735099_S2087974662_P1671729869,geometry,L4,gross_outlier_control,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G357735099_S2087974662_P1671729869,observation,O3,clean,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G357735099_S2087974662_P1671729869,observation,O3,coherent_subhuber_slip,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G357735099_S2087974662_P1671729869,observation,O3,gross_outlier_control,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G357735099_S2087974662_P1671729869,observation,O4,clean,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G357735099_S2087974662_P1671729869,observation,O4,coherent_subhuber_slip,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G357735099_S2087974662_P1671729869,observation,O4,gross_outlier_control,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G357735099_S2087974662_P1671729869,open_control,OC,clean,357735099,2087974662,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G417860995_S658360556_P788390312,geometry,L3,clean,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G417860995_S658360556_P788390312,geometry,L3,coherent_subhuber_slip,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G417860995_S658360556_P788390312,geometry,L3,gross_outlier_control,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G417860995_S658360556_P788390312,geometry,L4,clean,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G417860995_S658360556_P788390312,geometry,L4,coherent_subhuber_slip,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G417860995_S658360556_P788390312,geometry,L4,gross_outlier_control,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G417860995_S658360556_P788390312,observation,O3,clean,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G417860995_S658360556_P788390312,observation,O3,coherent_subhuber_slip,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O3_gross_outlier_control_G417860995_S658360556_P788390312,observation,O3,gross_outlier_control,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_clean_G417860995_S658360556_P788390312,observation,O4,clean,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_coherent_subhuber_slip_G417860995_S658360556_P788390312,observation,O4,coherent_subhuber_slip,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_observation_O4_gross_outlier_control_G417860995_S658360556_P788390312,observation,O4,gross_outlier_control,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_open_control_OC_clean_G417860995_S658360556_P788390312,open_control,OC,clean,417860995,658360556,788390312,huber_full,39
evaluation,day13_evaluation_geometry_L3_clean_G417860995_S658360556_P1671729869,geometry,L3,clean,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_coherent_subhuber_slip_G417860995_S658360556_P1671729869,geometry,L3,coherent_subhuber_slip,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L3_gross_outlier_control_G417860995_S658360556_P1671729869,geometry,L3,gross_outlier_control,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_clean_G417860995_S658360556_P1671729869,geometry,L4,clean,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_coherent_subhuber_slip_G417860995_S658360556_P1671729869,geometry,L4,coherent_subhuber_slip,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_geometry_L4_gross_outlier_control_G417860995_S658360556_P1671729869,geometry,L4,gross_outlier_control,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_clean_G417860995_S658360556_P1671729869,observation,O3,clean,417860995,658360556,1671729869,huber_full,39
evaluation,day13_evaluation_observation_O3_coherent_subhuber_slip_G417860995_S658360556_P1671729869,observation,O3,coherent_subhuber_slip,417860995,658360556,1671729869,huber_full,39
